,text,y
2286,"unfortunately , neither sendak nor the directors are particularly engaging or articulate .
",2
2287,"it 's a rollicking adventure for you and all your mateys , regardless of their ages .
",4
2288,"an empty shell of an epic rather than the real deal .
",1
2289,"yes they can swim , the title is merely anne-sophie birot 's off-handed way of saying girls find adolescence difficult to wade through .
",2
2290,"-lrb- scherfig -rrb- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .
",3
2291,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality
",3
2292,"a delightful entree in the tradition of food movies .
",4
2293,"-lrb- johnnie to and wai ka fai are -rrb- sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .
",1
2294,"conceptually brilliant ... plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown .
",3
2295,"this feature is about as necessary as a hole in the head
",1
2296,"-lrb- danny huston gives -rrb- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .
",4
2297,"in addition to hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .
",4
2298,"thin period piece .
",2
2299,"this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .
",3
2300,"hailed as a clever exercise in neo-hitchcockianism , this clever and very satisfying picture is more accurately chabrolian .
",4
2301,"it leers , offering next to little insight into its intriguing subject .
",1
2302,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .
",1
2303,"because eight legged freaks is partly an homage to them , tarantula and other low - budget b-movie thrillers of the 1950s and '60s , the movie is a silly -lrb- but not sophomoric -rrb- romp through horror and hellish conditions .
",2
2304,"the picture does n't know it 's a comedy .
",2
2305,"touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .
",3
2306,"yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with shimizu is very believable .
",4
2307,"works , it 's thanks to huston 's revelatory performance .
",3
2308,"in moonlight mile , no one gets shut out of the hug cycle .
",2
2309,"ararat feels like a book report
",1
2310,"the beautiful images and solemn words can not disguise the slack complacency of -lrb- godard 's -rrb- vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .
",1
2311,"tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .
",4
2312,"it 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .
",1
2313,"a surprisingly charming and even witty match for the best of hollywood 's comic-book adaptations .
",3
2314,"my advice is to skip the film and pick up the soundtrack .
",1
2315,"audacious-impossible yet compelling ...
",3
2316,"a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music .
",3
2317,"family fare .
",3
2318,"... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .
",2
2319,"the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .
",0
2320,"one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .
",4
2321,"god is great , the movie 's not .
",2
2322,"... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .
",2
2323,"even if you 're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor .
",3
2324,"one of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .
",3
2325,"set in a 1986 harlem that does n't look much like anywhere in new york .
",1
2326,"if you do n't ... well , skip to another review .
",2
2327,"in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it .
",1
2328,"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .
",3
2329,"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness .
",1
2330,"with its hint of an awkward hitchcockian theme in tact , harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone
",2
2331,"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .
",4
2332,"perhaps it 's cliche to call the film ` refreshing , ' but it is .
",4
2333,"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .
",0
2334,"almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears . '
",4
2335,"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .
",4
2336,"... the story is far-flung , illogical , and plain stupid .
",0
2337,"and lee seems just as expectant of an adoring , wide-smiling reception .
",3
2338,"it 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it .
",1
2339,"an old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .
",3
2340,"another useless recycling of a brutal mid - '70s american sports movie .
",1
2341,"the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .
",1
2342,"hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .
",4
2343,"as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .
",3
2344,"this insufferable movie is meant to make you think about existential suffering .
",1
2345,"goofy , nutty , consistently funny .
",4
2346,"two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .
",1
2347,"if `` lilo & stitch '' is n't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years .
",4
2348,"while it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .
",3
2349,"it 's a talking head documentary , but a great one .
",3
2350,"an extremely unpleasant film .
",0
2351,"director juan jose campanella could have turned this into an argentine retread of `` iris '' or `` american beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .
",4
2352,"not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .
",1
2353,"after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it .
",0
2354,"an `` o bruin , where art thou ? ''
",2
2355,"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie .
",1
2356,"merely -lrb- and literally -rrb- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .
",0
2357,"terrible .
",0
2358,"throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material .
",1
2359,"chai 's structure and pacing are disconcertingly slack .
",1
2360,"if you grew up on scooby -- you 'll love this movie .
",3
2361,"enjoyably fast-moving , hard-hitting documentary .
",4
2362,"if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy .
",3
2363,"the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder .
",1
2364,"it will break your heart many times over .
",2
2365,"millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .
",1
2366,"any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .
",1
2367,"it 's depressing to see how far herzog has fallen .
",1
2368,"some episodes work , some do n't .
",1
2369,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .
",3
2370,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .
",1
2371,"a film of empty , fetishistic violence in which murder is casual and fun .
",0
2372,"for those in search of something different , wendigo is a genuinely bone-chilling tale .
",3
2373,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .
",2
2374,"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .
",2
2375,"disappointing in comparison to other recent war movies ... or any other john woo flick for that matter .
",1
2376,"it may not be `` last tango in paris '' but ...
",2
2377,"it 's a familiar story , but one that is presented with great sympathy and intelligence .
",3
2378,"becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters .
",3
2379,"murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy ...
",3
2380,"it 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .
",3
2381,"the movie does n't add anything fresh to the myth .
",1
2382,"... delivers few moments of inspiration amid the bland animation and simplistic story .
",2
2383,"it is n't that stealing harvard is a horrible movie -- if only it were that grand a failure !
",0
2384,"the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .
",0
2385,"a rote exercise in both animation and storytelling .
",1
2386,"it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .
",2
2387,"in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive -- it also happens to be good .
",3
2388,"enough is not a bad movie , just mediocre .
",1
2389,"a smart , sassy and exceptionally charming romantic comedy .
",4
2390,"stuffy , full of itself , morally ambiguous and nothing to shout about .
",1
2391,"a piquant meditation on the things that prevent people from reaching happiness .
",2
2392,"reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script
",1
2393,"it wears its heart on the sleeve of its gaudy hawaiian shirt .
",1
2394,"it 's a spectacular performance - ahem , we hope it 's only acting .
",3
2395,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '
",0
2396,"harris is supposed to be the star of the story , but comes across as pretty dull and wooden .
",2
2397,"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .
",3
2398,"they were right .
",2
2399,"you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .
",3
2400,"equlibrium could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 .
",1
2401,"a film of delicate interpersonal dances .
",3
2402,"-lrb- westbrook -rrb- makes a wonderful subject for the camera .
",4
2403,"cusack 's just brilliant in this .
",4
2404,"what a bewilderingly brilliant and entertaining movie this is .
",4
2405,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .
",3
2406,"every child 's story is what matters .
",2
2407,"there are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .
",2
2408,"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying .
",3
2409,"ferrara 's best film in years .
",4
2410,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .
",1
2411,"spare yet audacious ...
",2
2412,"` all in all , reign of fire will be a good -lrb- successful -rrb- rental . '
",2
2413,"sometimes this modest little number clicks , and sometimes it does n't .
",2
2414,"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals .
",3
2415,"you 'd be hard put to find a movie character more unattractive or odorous -lrb- than leon -rrb- .
",1
2416,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky .
",0
2417,"... only bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .
",2
2418,"ash wednesday is not edward burns ' best film , but it is a good and ambitious film .
",3
2419,"the lead actors share no chemistry or engaging charisma .
",0
2420,"ms. phoenix is completely lacking in charm and charisma , and is unable to project either esther 's initial anomie or her eventual awakening .
",0
2421,"when not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .
",1
2422,"polished , well-structured film .
",3
2423,"basically , it 's pretty but dumb .
",2
2424,"the laughs are as rare as snake foo yung .
",1
2425,"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .
",4
2426,"but there 's plenty to offend everyone ...
",1
2427,"after that it becomes long and tedious like a classroom play in a college history course .
",0
2428,"suffers from a decided lack of creative storytelling .
",2
2429,"an exceptionally acted , quietly affecting cop drama .
",4
2430,"stuart 's poor-me persona needs a whole bunch of snowball 's cynicism to cut through the sugar coating .
",2
2431,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .
",3
2432,"stitch is a bad mannered , ugly and destructive little \*\*\*\* .
",0
2433,"alain choquart 's camera barely stops moving , portraying both the turmoil of the time and giving conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .
",2
2434,"an intelligently made -lrb- and beautifully edited -rrb- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch .
",4
2435,"charlie hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero .
",4
2436,"what should have been a painless time-killer becomes instead a grating endurance test .
",1
2437,"the film has -lrb- its -rrb- moments , but they are few and far between .
",1
2438,"if religious films are n't your bailiwick , stay away .
",1
2439,"this enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .
",4
2440,"schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .
",2
2441,"a wild , endearing , masterful documentary .
",4
2442,"on a certain base level , blue crush delivers what it promises , just not well enough to recommend it .
",2
2443,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .
",3
2444,"the april 2002 instalment of the american war for independence , complete with loads of cgi and bushels of violence , but not a drop of human blood .
",1
2445,"if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it .
",0
2446,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .
",1
2447,"a minor-league soccer remake of the longest yard .
",1
2448,"` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '
",0
2449,"nothing more than a run-of-the-mill action flick .
",2
2450,"it 's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan .
",3
2451,"at its worst , it 's rambo - meets-john ford .
",2
2452,"it 's as raw and action-packed an experience as a ringside seat at a tough-man contest .
",4
2453,"to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .
",1
2454,"you wo n't have any trouble getting kids to eat up these veggies .
",3
2455,"if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the manner of jeff foxworthy 's stand-up act .
",2
2456,"too bland and fustily tasteful to be truly prurient .
",1
2457,"it does n't work as either .
",0
2458,"this one aims for the toilet and scores a direct hit .
",0
2459,"innocuous enough to make even jean-claude van damme look good .
",2
2460,"in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach .
",1
2461,"the movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .
",1
2462,"two tedious acts light on great scares and a good surprise ending .
",3
2463,"and your reward will be a thoughtful , emotional movie experience .
",4
2464,"obvious .
",1
2465,"` lovely and amazing , ' unhappily , is neither ... excessively strained and contrived .
",2
2466,"muddled , trashy and incompetent
",2
2467,"`` birthday girl '' is an actor 's movie first and foremost .
",3
2468,"the little girls understand , and mccracken knows that 's all that matters .
",3
2469,"the pacing is often way off and there are too many bona fide groaners among too few laughs .
",0
2470,"i liked it because it was so endlessly , grotesquely , inventive .
",3
2471,"that , in itself , is extraordinary .
",4
2472,"... one big laugh , three or four mild giggles , and a whole lot of not much else .
",2
2473,"yes .
",3
2474,"sunshine state surveys the landscape and assesses the issues with a clear passion for sociology .
",2
2475,"k-19 : the widowmaker is a great yarn .
",3
2476,"and educational !
",3
2477,"in his determination to lighten the heavy subject matter , silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .
",2
2478,"an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation .
",3
2479,"confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .
",3
2480,"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .
",1
2481,"sharp edges and a deep vein of sadness run through its otherwise comic narrative .
",3
2482,"crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .
",3
2483,"a meatballs for the bare-midriff generation .
",2
2484,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short .
",0
2485,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft-brilliant safe conduct -lrb- `` laissez-passer '' -rrb- wears its heart on its sleeve .
",4
2486,"i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .
",0
2487,"... despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '
",3
2488,"witty and often surprising , a dark little morality tale disguised as a romantic comedy .
",4
2489,"they 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .
",1
2490,"ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ?
",2
2491,"watching these eccentrics is both inspiring and pure joy .
",4
2492,"spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .
",1
2493,"director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel .
",1
2494,"colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .
",4
2495,"... a pretentious and ultimately empty examination of a sick and evil woman .
",1
2496,"a small movie with a big heart .
",3
2497,"maggie g. makes an amazing breakthrough in her first starring role and eats up the screen .
",4
2498,"most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .
",0
2499,"-lrb- the cockettes -rrb- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '
",3
2500,"-lrb- taylor -rrb- takes us on a ride that 's consistently surprising , easy to watch -- but , oh , so dumb .
",2
2501,"most thrillers send audiences out talking about specific scary scenes or startling moments ; `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home .
",3
2502,"the difference between cho and most comics is that her confidence in her material is merited .
",3
2503,"this remake of lina wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero .
",1
2504,"-lrb- a -rrb- poorly executed comedy .
",0
2505,"holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .
",3
2506,"... rogers 's mouth never stops shut about the war between the sexes and how to win the battle .
",3
2507,"lawrence plumbs personal tragedy and also the human comedy .
",3
2508,"maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .
",3
2509,"tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .
",3
2510,"a close-to-solid espionage thriller with the misfortune of being released a few decades too late .
",2
2511,"an inventive , absorbing movie that 's as hard to classify as it is hard to resist .
",4
2512,"-lrb- russell -rrb- makes good b movies -lrb- the mask , the blob -rrb- , and the scorpion king more than ably meets those standards .
",3
2513,"what little grace -lrb- rifkin 's -rrb- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .
",1
2514,"the last scenes of the film are anguished , bitter and truthful .
",3
2515,"however sincere it may be , the rising place never quite justifies its own existence .
",1
2516,"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .
",0
2517,"supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .
",1
2518,"no laughs .
",1
2519,"but the actors make this worth a peek .
",3
2520,"a gem of a movie .
",4
2521,"the whole thing plays like a tired tyco ad .
",1
2522,"it 's exactly the kind of movie toback 's detractors always accuse him of making .
",1
2523,"mr. clooney , mr. kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .
",3
2524,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .
",0
2525,"both deserve better .
",1
2526,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .
",4
2527,"upsetting and thought-provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them .
",3
2528,"slap me , i saw this movie .
",0
2529,"visually , ` santa clause 2 ' is wondrously creative .
",3
2530,"there 's no question that epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .
",2
2531,"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .
",3
2532,"the porky 's revenge : ultimate edition ?
",2
2533,"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .
",3
2534,"a portrait of hell so shattering it 's impossible to shake .
",3
2535,"hopelessly inane , humorless and under-inspired .
",0
2536,"bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .
",1
2537,"like a pack of dynamite sticks , built for controversy .
",1
2538,"but the execution is a flop with the exception of about six gags that really work .
",2
2539,"take any 12-year-old boy to see this picture , and he 'll be your slave for a year .
",3
2540,"miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout .
",4
2541,"stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .
",3
2542,"veret챕 has a whip-smart sense of narrative bluffs .
",3
2543,"ponderous , plodding soap opera disguised as a feature film .
",1
2544,"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clich챕s .
",1
2545,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity .
",3
2546,"a bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .
",4
2547,"if you want to see a train wreck that you ca n't look away from , then look no further , because here it is .
",2
2548,"gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .
",1
2549,"then again , in a better movie , you might not have noticed .
",0
2550,"a fairly enjoyable mixture of longest yard ... and the 1999 guy ritchie caper lock stock and two smoking barrels .
",3
2551,"the re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .
",1
2552,"if a horror movie 's primary goal is to frighten and disturb , then they works spectacularly well ... a shiver-inducing , nerve-rattling ride .
",4
2553,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .
",0
2554,"often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .
",1
2555,"perhaps the film should be seen as a conversation starter .
",2
2556,"spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .
",4
2557,"-lrb- haynes ' -rrb- homage to such films as `` all that heaven allows '' and `` imitation of life '' transcends them .
",2
2558,"... unlike -lrb- scorsese 's mean streets -rrb- , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .
",0
2559,"you may feel compelled to watch the film twice or pick up a book on the subject .
",3
2560,"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption .
",3
2561,"sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .
",0
2562,"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .
",4
2563,"under-rehearsed and lifeless
",0
2564,"the film offers an intriguing what-if premise .
",4
2565,"this 10th film in the series looks and feels tired .
",1
2566,"you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work .
",3
2567,"rarely have i seen a film so willing to champion the fallibility of the human heart .
",4
2568,"a witty , low-key romantic comedy .
",4
2569,"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .
",3
2570,"an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .
",2
2571,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach .
",3
2572,"it 's hard to quibble with a flick boasting this many genuine cackles , but notorious c.h.o. still feels like a promising work-in-progress .
",3
2573,"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing .
",1
2574,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two
",3
2575,"even the hastily and amateurishly drawn animation can not engage .
",0
2576,"with ` bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear .
",4
2577,"i liked it just enough .
",3
2578,"it 's the funniest american comedy since graffiti bridge .
",4
2579,"after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .
",3
2580,"a decidedly mixed bag .
",2
2581,"although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , dogtown and z-boys has a compelling story to tell .
",3
2582,"... a delicious crime drama on par with the slickest of mamet .
",4
2583,"on top of a foundering performance , -lrb- madonna 's -rrb- denied her own athleticism by lighting that emphasizes every line and sag .
",1
2584,"it comes off as so silly that you would n't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .
",2
2585,"paxton 's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .
",2
2586,"on the surface a silly comedy , scotland , pa would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .
",3
2587,"mostly works because of the universal themes , earnest performances ... and excellent use of music by india 's popular gulzar and jagjit singh .
",4
2588,"about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .
",0
2589,"but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through .
",4
2590,"it somehow managed to make its way past my crappola radar and find a small place in my heart
",2
2591,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop .
",0
2592,"far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .
",3
2593,"blessed with a searing lead performance by ryan gosling -lrb- murder by numbers -rrb- , the movie is powerful and provocative .
",4
2594,"this movie has a strong message about never giving up on a loved one , but it 's not an easy movie to watch and will probably disturb many who see it .
",2
2595,"although it does n't always hang together -- violence and whimsy do n't combine easily -- `` cherish '' certainly is n't dull .
",2
2596,"the film desperately sinks further and further into comedy futility .
",0
2597,"it almost feels as if the movie is more interested in entertaining itself than in amusing us .
",1
2598,"a low-rent retread of the alien pictures .
",1
2599,"it merely indulges in the worst elements of all of them .
",1
2600,"there 's none of the happily-ever - after spangle of monsoon wedding in late marriage -- and that 's part of what makes dover kosashvili 's outstanding feature debut so potent .
",4
2601,"the entire film is one big excuse to play one lewd scene after another .
",0
2602,"a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .
",3
2603,"has an unmistakable , easy joie de vivre .
",3
2604,"it 's a rare window on an artistic collaboration .
",3
2605,"an unremarkable , modern action\/comedy buddy movie whose only nod to nostalgia is in the title .
",2
2606,"report card : does n't live up to the exalted tagline - there 's definite room for improvement .
",1
2607,"too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley 's least accessible screed yet .
",1
2608,"a backstage must-see for true fans of comedy .
",4
2609,"it 's got the brawn , but not the brains .
",1
2610,"but i do .
",2
2611,"lacks dramatic punch and depth .
",1
2612,"it may be a no-brainer , but at least it 's a funny no-brainer .
",3
2613,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .
",1
2614,"who is this movie for ?
",2
2615,"a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .
",3
2616,"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves .
",0
2617,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .
",0
2618,"a relative letdown .
",0
2619,"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out .
",1
